Barcode_plot,uri,Date event,Category,Subject,Content
282/DZ_PG_68/ZM4395/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000282,17/07/2017,Expert Annotation,Anthesis time,
282/DZ_PG_68/ZM4395/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000282,21/07/2017,Expert Annotation,Silking time,
282/DZ_PG_68/ZM4395/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000282,20/09/2017,Operation,Harvesting,
283/DZ_PG_27/ZM4354/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000283,19/05/2017,Operation,Sowing,
283/DZ_PG_27/ZM4354/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000283,25/05/2017,Expert Annotation,Emergence,
283/DZ_PG_27/ZM4354/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000283,28/05/2017,Expert Annotation,3 leaf stage,
283/DZ_PG_27/ZM4354/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000283,09/07/2017,Expert Annotation,Anthesis time,
283/DZ_PG_27/ZM4354/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000283,23/07/2017,Expert Annotation,Silking time,
283/DZ_PG_27/ZM4354/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000283,20/09/2017,Operation,Harvesting,
284/DZ_PG_41/ZM4378/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000284,19/05/2017,Operation,Sowing,
284/DZ_PG_41/ZM4378/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000284,25/05/2017,Expert Annotation,Emergence,
284/DZ_PG_41/ZM4378/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000284,28/05/2017,Expert Annotation,3 leaf stage,
284/DZ_PG_41/ZM4378/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000284,14/07/2017,Expert Annotation,Anthesis time,
284/DZ_PG_41/ZM4378/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000284,20/07/2017,Expert Annotation,Silking time,
284/DZ_PG_41/ZM4378/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000284,20/09/2017,Operation,Harvesting,
285/DZ_PG_63/ZM4392/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000285,19/05/2017,Operation,Sowing,
285/DZ_PG_63/ZM4392/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000285,25/05/2017,Expert Annotation,Emergence,
285/DZ_PG_63/ZM4392/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000285,28/05/2017,Expert Annotation,3 leaf stage,
285/DZ_PG_63/ZM4392/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000285,15/07/2017,Expert Annotation,Anthesis time,
285/DZ_PG_63/ZM4392/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000285,20/07/2017,Expert Annotation,Silking time,
285/DZ_PG_63/ZM4392/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000285,20/09/2017,Operation,Harvesting,
286/DZ_PG_09/ZM4368/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000286,19/05/2017,Operation,Sowing,
286/DZ_PG_09/ZM4368/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000286,25/05/2017,Expert Annotation,Emergence,
286/DZ_PG_09/ZM4368/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000286,28/05/2017,Expert Annotation,3 leaf stage,
286/DZ_PG_09/ZM4368/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000286,07/07/2017,Expert Annotation,Anthesis time,
286/DZ_PG_09/ZM4368/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000286,23/07/2017,Expert Annotation,Silking time,
286/DZ_PG_09/ZM4368/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000286,20/09/2017,Operation,Harvesting,
287/DZ_PG_06/ZM4376/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000287,19/05/2017,Operation,Sowing,
287/DZ_PG_06/ZM4376/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000287,25/05/2017,Expert Annotation,Emergence,
287/DZ_PG_06/ZM4376/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000287,28/05/2017,Expert Annotation,3 leaf stage,
287/DZ_PG_06/ZM4376/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000287,22/07/2017,Expert Annotation,Anthesis time,
287/DZ_PG_06/ZM4376/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000287,23/07/2017,Expert Annotation,Silking time,
287/DZ_PG_06/ZM4376/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000287,20/09/2017,Operation,Harvesting,
288/DZ_PG_22/ZM4349/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000288,19/05/2017,Operation,Sowing,
288/DZ_PG_22/ZM4349/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000288,25/05/2017,Expert Annotation,Emergence,
288/DZ_PG_22/ZM4349/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000288,28/05/2017,Expert Annotation,3 leaf stage,
288/DZ_PG_22/ZM4349/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000288,17/07/2017,Expert Annotation,Anthesis time,
288/DZ_PG_22/ZM4349/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000288,23/07/2017,Expert Annotation,Silking time,
288/DZ_PG_22/ZM4349/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000288,20/09/2017,Operation,Harvesting,
289/DZ_PG_37/ZM4364/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000289,19/05/2017,Operation,Sowing,
289/DZ_PG_37/ZM4364/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000289,25/05/2017,Expert Annotation,Emergence,
289/DZ_PG_37/ZM4364/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000289,28/05/2017,Expert Annotation,3 leaf stage,
289/DZ_PG_37/ZM4364/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000289,10/07/2017,Expert Annotation,Anthesis time,
289/DZ_PG_37/ZM4364/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000289,23/07/2017,Expert Annotation,Silking time,
289/DZ_PG_37/ZM4364/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000289,20/09/2017,Operation,Harvesting,
29/DZ_PG_47/ZM4362/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000029,19/05/2017,Operation,Sowing,
29/DZ_PG_47/ZM4362/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000029,25/05/2017,Expert Annotation,Emergence,
29/DZ_PG_47/ZM4362/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000029,28/05/2017,Expert Annotation,3 leaf stage,
29/DZ_PG_47/ZM4362/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000029,10/07/2017,Expert Annotation,Anthesis time,
29/DZ_PG_47/ZM4362/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000029,11/07/2017,Expert Annotation,Silking time,
29/DZ_PG_47/ZM4362/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000029,22/09/2017,Operation,Harvesting,
290/DZ_PG_49/ZM4389/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000290,19/05/2017,Operation,Sowing,
290/DZ_PG_49/ZM4389/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000290,25/05/2017,Expert Annotation,Emergence,
290/DZ_PG_49/ZM4389/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000290,28/05/2017,Expert Annotation,3 leaf stage,
290/DZ_PG_49/ZM4389/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000290,16/07/2017,Expert Annotation,Anthesis time,
290/DZ_PG_49/ZM4389/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000290,23/07/2017,Expert Annotation,Silking time,
290/DZ_PG_49/ZM4389/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000290,20/09/2017,Operation,Harvesting,
291/DZ_PG_17/ZM4348/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000291,19/05/2017,Operation,Sowing,
291/DZ_PG_17/ZM4348/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000291,25/05/2017,Expert Annotation,Emergence,
291/DZ_PG_17/ZM4348/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000291,28/05/2017,Expert Annotation,3 leaf stage,
291/DZ_PG_17/ZM4348/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000291,13/07/2017,Expert Annotation,Anthesis time,
291/DZ_PG_17/ZM4348/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000291,23/07/2017,Expert Annotation,Silking time,
291/DZ_PG_17/ZM4348/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000291,20/09/2017,Operation,Harvesting,
292/DZ_PG_72/ZM4398/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000292,19/05/2017,Operation,Sowing,
292/DZ_PG_72/ZM4398/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000292,25/05/2017,Expert Annotation,Emergence,
292/DZ_PG_72/ZM4398/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000292,28/05/2017,Expert Annotation,3 leaf stage,
292/DZ_PG_72/ZM4398/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000292,17/07/2017,Expert Annotation,Anthesis time,
292/DZ_PG_72/ZM4398/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000292,23/07/2017,Expert Annotation,Silking time,
292/DZ_PG_72/ZM4398/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000292,20/09/2017,Operation,Harvesting,
293/DZ_PG_47/ZM4362/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000293,19/05/2017,Operation,Sowing,
293/DZ_PG_47/ZM4362/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000293,25/05/2017,Expert Annotation,Emergence,
293/DZ_PG_47/ZM4362/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000293,28/05/2017,Expert Annotation,3 leaf stage,
293/DZ_PG_47/ZM4362/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000293,12/07/2017,Expert Annotation,Anthesis time,
293/DZ_PG_47/ZM4362/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000293,23/07/2017,Expert Annotation,Silking time,
293/DZ_PG_47/ZM4362/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000293,20/09/2017,Operation,Harvesting,
294/DZ_PG_13/ZM4379/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000294,19/05/2017,Operation,Sowing,
294/DZ_PG_13/ZM4379/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000294,25/05/2017,Expert Annotation,Emergence,
294/DZ_PG_13/ZM4379/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000294,28/05/2017,Expert Annotation,3 leaf stage,
294/DZ_PG_13/ZM4379/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000294,16/07/2017,Expert Annotation,Anthesis time,
294/DZ_PG_13/ZM4379/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000294,23/07/2017,Expert Annotation,Silking time,
294/DZ_PG_13/ZM4379/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000294,20/09/2017,Operation,Harvesting,
295/DZ_PG_25/ZM4382/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000295,19/05/2017,Operation,Sowing,
295/DZ_PG_25/ZM4382/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000295,25/05/2017,Expert Annotation,Emergence,
295/DZ_PG_25/ZM4382/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000295,28/05/2017,Expert Annotation,3 leaf stage,
295/DZ_PG_25/ZM4382/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000295,16/07/2017,Expert Annotation,Anthesis time,
295/DZ_PG_25/ZM4382/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000295,23/07/2017,Expert Annotation,Silking time,
295/DZ_PG_25/ZM4382/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000295,20/09/2017,Operation,Harvesting,
296/DZ_PG_24/ZM4342/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000296,19/05/2017,Operation,Sowing,
296/DZ_PG_24/ZM4342/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000296,25/05/2017,Expert Annotation,Emergence,
296/DZ_PG_24/ZM4342/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000296,28/05/2017,Expert Annotation,3 leaf stage,
296/DZ_PG_24/ZM4342/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000296,09/07/2017,Expert Annotation,Anthesis time,
296/DZ_PG_24/ZM4342/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000296,12/07/2017,Expert Annotation,Silking time,
296/DZ_PG_24/ZM4342/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000296,20/09/2017,Operation,Harvesting,
297/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000297,19/05/2017,Operation,Sowing,
297/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000297,25/05/2017,Expert Annotation,Emergence,
297/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000297,28/05/2017,Expert Annotation,3 leaf stage,
297/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000297,15/07/2017,Expert Annotation,Anthesis time,
297/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000297,20/07/2017,Expert Annotation,Silking time,
297/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000297,20/09/2017,Operation,Harvesting,
298/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000298,19/05/2017,Operation,Sowing,
298/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000298,25/05/2017,Expert Annotation,Emergence,
298/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000298,28/05/2017,Expert Annotation,3 leaf stage,
298/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000298,15/07/2017,Expert Annotation,Anthesis time,
298/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000298,20/07/2017,Expert Annotation,Silking time,
298/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000298,20/09/2017,Operation,Harvesting,
299/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000299,19/05/2017,Operation,Sowing,
299/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000299,25/05/2017,Expert Annotation,Emergence,
299/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000299,28/05/2017,Expert Annotation,3 leaf stage,
299/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000299,16/07/2017,Expert Annotation,Anthesis time,
299/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000299,20/07/2017,Expert Annotation,Silking time,
299/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000299,20/09/2017,Operation,Harvesting,
3/DZ_PG_49/ZM4389/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000003,19/05/2017,Operation,Sowing,
3/DZ_PG_49/ZM4389/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000003,25/05/2017,Expert Annotation,Emergence,
3/DZ_PG_49/ZM4389/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000003,28/05/2017,Expert Annotation,3 leaf stage,
3/DZ_PG_49/ZM4389/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000003,13/07/2017,Expert Annotation,Anthesis time,
3/DZ_PG_49/ZM4389/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000003,13/07/2017,Expert Annotation,Silking time,
3/DZ_PG_49/ZM4389/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000003,22/09/2017,Operation,Harvesting,
30/DZ_PG_04/ZM4366/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000030,19/05/2017,Operation,Sowing,
30/DZ_PG_04/ZM4366/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000030,25/05/2017,Expert Annotation,Emergence,
30/DZ_PG_04/ZM4366/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000030,28/05/2017,Expert Annotation,3 leaf stage,
30/DZ_PG_04/ZM4366/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000030,07/07/2017,Expert Annotation,Anthesis time,
30/DZ_PG_04/ZM4366/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000030,08/07/2017,Expert Annotation,Silking time,
30/DZ_PG_04/ZM4366/WW/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000030,22/09/2017,Operation,Harvesting,
300/DZ_PG_52/ZM4370/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000300,19/05/2017,Operation,Sowing,
300/DZ_PG_52/ZM4370/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000300,25/05/2017,Expert Annotation,Emergence,
300/DZ_PG_52/ZM4370/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000300,28/05/2017,Expert Annotation,3 leaf stage,
300/DZ_PG_52/ZM4370/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000300,12/07/2017,Expert Annotation,Anthesis time,
300/DZ_PG_52/ZM4370/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000300,23/07/2017,Expert Annotation,Silking time,
300/DZ_PG_52/ZM4370/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000300,20/09/2017,Operation,Harvesting,
301/DZ_PG_50/ZM4363/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000301,19/05/2017,Operation,Sowing,
301/DZ_PG_50/ZM4363/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000301,25/05/2017,Expert Annotation,Emergence,
301/DZ_PG_50/ZM4363/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000301,28/05/2017,Expert Annotation,3 leaf stage,
301/DZ_PG_50/ZM4363/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000301,12/07/2017,Expert Annotation,Anthesis time,
301/DZ_PG_50/ZM4363/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000301,23/07/2017,Expert Annotation,Silking time,
301/DZ_PG_50/ZM4363/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000301,20/09/2017,Operation,Harvesting,
302/DZ_PG_14/ZM4375/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000302,19/05/2017,Operation,Sowing,
302/DZ_PG_14/ZM4375/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000302,25/05/2017,Expert Annotation,Emergence,
302/DZ_PG_14/ZM4375/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000302,28/05/2017,Expert Annotation,3 leaf stage,
302/DZ_PG_14/ZM4375/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000302,16/07/2017,Expert Annotation,Anthesis time,
302/DZ_PG_14/ZM4375/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000302,23/07/2017,Expert Annotation,Silking time,
302/DZ_PG_14/ZM4375/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000302,20/09/2017,Operation,Harvesting,
303/DZ_PG_20/ZM4344/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000303,19/05/2017,Operation,Sowing,
303/DZ_PG_20/ZM4344/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000303,25/05/2017,Expert Annotation,Emergence,
303/DZ_PG_20/ZM4344/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000303,28/05/2017,Expert Annotation,3 leaf stage,
303/DZ_PG_20/ZM4344/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000303,11/07/2017,Expert Annotation,Anthesis time,
303/DZ_PG_20/ZM4344/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000303,25/07/2017,Expert Annotation,Silking time,
303/DZ_PG_20/ZM4344/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000303,20/09/2017,Operation,Harvesting,
304/DZ_PG_40/ZM4390/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000304,19/05/2017,Operation,Sowing,
304/DZ_PG_40/ZM4390/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000304,25/05/2017,Expert Annotation,Emergence,
304/DZ_PG_40/ZM4390/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000304,28/05/2017,Expert Annotation,3 leaf stage,
304/DZ_PG_40/ZM4390/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000304,17/07/2017,Expert Annotation,Anthesis time,
304/DZ_PG_40/ZM4390/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000304,23/07/2017,Expert Annotation,Silking time,
304/DZ_PG_40/ZM4390/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000304,20/09/2017,Operation,Harvesting,
305/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000305,19/05/2017,Operation,Sowing,
305/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000305,25/05/2017,Expert Annotation,Emergence,
305/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000305,28/05/2017,Expert Annotation,3 leaf stage,
305/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000305,17/07/2017,Expert Annotation,Anthesis time,
305/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000305,20/07/2017,Expert Annotation,Silking time,
305/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000305,20/09/2017,Operation,Harvesting,
306/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000306,19/05/2017,Operation,Sowing,
306/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000306,25/05/2017,Expert Annotation,Emergence,
306/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000306,28/05/2017,Expert Annotation,3 leaf stage,
306/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000306,16/07/2017,Expert Annotation,Anthesis time,
306/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000306,20/07/2017,Expert Annotation,Silking time,
306/DKC4590/XXXX/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000306,20/09/2017,Operation,Harvesting,
307/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000307,19/05/2017,Operation,Sowing,
307/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000307,25/05/2017,Expert Annotation,Emergence,
307/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000307,28/05/2017,Expert Annotation,3 leaf stage,
307/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000307,17/07/2017,Expert Annotation,Anthesis time,
307/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000307,20/07/2017,Expert Annotation,Silking time,
307/DZ_PG_62/ZM4393/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000307,20/09/2017,Operation,Harvesting,
308/DZ_PG_23/ZM4388/WD2/1/DIA2017-05-19,http://www.phenome-fppn.fr/diaphen/2017/o17000308,19/05/2017,Operation,Sowing,
